num of runs,input 1,input 2,Objective
38,1.69,1.88,"[4.7360999999999995, -1.6756]"
38,0.03,-3.52,"[-3.5191, 30.440399999999993]"
38,2.31,1.68,"[7.0161, -2.2076000000000002]"
38,0.04,-6.56,"[-6.5584, 73.23359999999997]"
38,0.03,-3.78,"[-3.7790999999999997, 33.37839999999999]"
38,0.02,-1.48,"[-1.4796, 12.0904]"
38,1.46,1.72,"[3.8515999999999995, -1.3816]"
38,-0.02,-4.69,"[-4.6896, 44.77610000000001]"
38,0.06,-3.15,"[-3.1464, 26.462500000000006]"
38,0.01,-2.94,"[-2.9398999999999997, 24.393599999999992]"
38,0.08,-2.76,"[-2.7535999999999996, 22.5776]"
38,0.15,0.06,"[0.08249999999999999, 3.6136]"
38,0.11,-4.08,"[-4.0679, 36.8564]"
38,-0.09,-4.36,"[-4.3519000000000005, 40.53960000000001]"
38,0.15,-2.02,"[-1.9975, 16.010399999999997]"
38,0.02,-5.5,"[-5.4996, 56.23]"
38,0.03,-1.68,"[-1.6791, 13.512399999999998]"
38,0.15,0.99,"[1.0125, 0.8701]"
38,0.04,-2.7,"[-2.6984000000000004, 22.050000000000004]"
38,0.09,-2.18,"[-2.1719, 17.382399999999997]"
38,0.1,-3.94,"[-3.93, 35.18359999999999]"
38,0.08,-2.92,"[-2.9135999999999997, 24.1264]"
38,0.02,-3.27,"[-3.2696, 27.752899999999997]"
38,0.12,-4.49,"[-4.4756, 42.0001]"
38,0.24,0.18,"[0.23759999999999998, 3.0724]"
38,-0.02,-2.55,"[-2.5496, 20.722499999999997]"
38,-0.01,-2.22,"[-2.2199, 17.818400000000008]"
38,0.08,-2.36,"[-2.3535999999999997, 18.929599999999997]"
38,0.04,-2.4,"[-2.3984, 19.320000000000004]"
38,1.23,1.78,"[3.2929, -1.1816]"
38,0.09,-2.53,"[-2.5218999999999996, 20.430899999999994]"
38,0.04,-4.13,"[-4.1284, 37.5369]"
38,0.12,-3.82,"[-3.8055999999999996, 33.75240000000001]"
38,0.11,-3.16,"[-3.1479, 26.515600000000003]"
38,0.0,-3.89,"[-3.89, 34.6921]"
38,0.04,-1.2,"[-1.1984, 10.200000000000003]"
38,0.15,-1.76,"[-1.7375, 13.987599999999999]"
38,0.09,-1.83,"[-1.8219, 14.5789]"
38,0.2,-1.36,"[-1.32, 11.089600000000003]"
38,0.11,-1.94,"[-1.9279, 15.4136]"
38,0.07,-4.74,"[-4.7351, 45.357600000000005]"
38,0.01,-4.44,"[-4.439900000000001, 41.46360000000001]"
38,0.14,-1.4,"[-1.3803999999999998, 11.419999999999998]"
38,0.0,-4.4,"[-4.4, 40.96000000000001]"
38,0.11,-3.56,"[-3.5479000000000003, 30.803600000000007]"
38,0.04,-1.88,"[-1.8783999999999998, 15.0144]"
38,0.04,-6.56,"[-6.5584, 73.23359999999997]"
38,0.14,1.01,"[1.0296, 0.8401]"
38,0.05,-4.11,"[-4.1075, 37.28210000000001]"
38,0.05,-3.92,"[-3.9175, 34.9964]"
38,0.2,-1.19,"[-1.15, 9.9761]"
38,0.2,-1.38,"[-1.3399999999999999, 11.2244]"
38,0.06,-2.94,"[-2.9364, 24.343599999999995]"
38,-0.02,-5.04,"[-5.0396, 49.5816]"
38,0.01,-4.12,"[-4.1199, 37.4444]"
38,0.08,-5.06,"[-5.053599999999999, 49.7636]"
38,0.02,-5.06,"[-5.0596, 49.82359999999999]"
38,0.04,-6.56,"[-6.5584, 73.23359999999997]"
39,-0.68,-9.34,"[-8.8776, 129.2756]"
39,9.56,1.1,"[92.4936, -8.75]"
39,8.15,1.96,"[68.3825, -8.1484]"
39,5.93,1.99,"[37.1549, -5.9299]"
39,-0.5,-8.64,"[-8.39, 113.70960000000001]"
39,-0.32,-7.95,"[-7.8476, 99.32249999999998]"
39,-0.34,-7.73,"[-7.614400000000001, 95.01290000000002]"
39,5.12,1.95,"[28.1644, -5.1175]"
39,-0.15,-7.06,"[-7.0375, 82.23359999999998]"
39,3.4,1.85,"[13.409999999999998, -3.3775]"
39,5.52,2.34,"[32.810399999999994, -5.4044]"
39,4.33,1.88,"[20.628899999999998, -4.3156]"
39,4.29,1.69,"[20.0941, -4.1939]"
39,0.05,-5.38,"[-5.3774999999999995, 54.4144]"
39,0.04,-5.7,"[-5.6984, 59.25000000000001]"
39,2.99,1.75,"[10.690100000000001, -2.9275]"
39,0.13,-6.9,"[-6.883100000000001, 79.08000000000001]"
39,0.04,-5.97,"[-5.9684, 63.4809]"
39,0.04,-6.4,"[-6.3984000000000005, 70.52]"
39,-0.06,-6.76,"[-6.7564, 76.7976]"
39,2.77,1.73,"[9.4029, -2.6971]"
39,0.04,-5.07,"[-5.0684000000000005, 49.944900000000004]"
39,0.05,-6.23,"[-6.2275, 67.6829]"
39,0.27,-0.26,"[-0.1871, 4.837599999999998]"
39,0.06,-5.9,"[-5.896400000000001, 62.35]"
39,0.02,-4.77,"[-4.7696, 45.81289999999999]"
39,0.36,1.13,"[1.2595999999999998, 0.39690000000000025]"
39,1.06,1.78,"[2.9036, -1.0116]"
39,0.07,-5.04,"[-5.0351, 49.4916]"
39,0.16,-6.61,"[-6.5844000000000005, 73.9721]"
39,2.3,2.06,"[7.35, -2.2963999999999998]"
39,1.94,1.82,"[5.5836, -1.9076]"
39,0.06,-4.24,"[-4.236400000000001, 38.8776]"
39,0.04,-5.52,"[-5.5184, 56.5104]"
39,0.33,0.38,"[0.4889, 2.2944000000000004]"
39,0.13,-0.76,"[-0.7431, 7.487599999999999]"
39,0.13,-0.76,"[-0.7431, 7.487599999999999]"
39,0.11,-6.26,"[-6.2479, 68.1176]"
39,-0.0,-4.57,"[-4.57, 43.1649]"
39,0.08,-1.15,"[-1.1436, 9.8425]"
39,0.02,-3.32,"[-3.3196, 28.282400000000003]"
39,0.04,-3.6,"[-3.5984000000000003, 31.319999999999997]"
39,1.69,1.88,"[4.7360999999999995, -1.6756]"
39,0.03,-3.52,"[-3.5191, 30.440399999999993]"
39,2.31,1.68,"[7.0161, -2.2076000000000002]"
39,0.04,-6.56,"[-6.5584, 73.23359999999997]"
39,0.03,-3.78,"[-3.7790999999999997, 33.37839999999999]"
39,0.02,-1.48,"[-1.4796, 12.0904]"
39,1.46,1.72,"[3.8515999999999995, -1.3816]"
39,-0.02,-4.69,"[-4.6896, 44.77610000000001]"
39,0.06,-3.15,"[-3.1464, 26.462500000000006]"
39,0.01,-2.94,"[-2.9398999999999997, 24.393599999999992]"
39,0.08,-2.76,"[-2.7535999999999996, 22.5776]"
39,0.15,0.06,"[0.08249999999999999, 3.6136]"
39,0.11,-4.08,"[-4.0679, 36.8564]"
39,-0.09,-4.36,"[-4.3519000000000005, 40.53960000000001]"
39,0.15,-2.02,"[-1.9975, 16.010399999999997]"
39,0.02,-5.5,"[-5.4996, 56.23]"
39,0.03,-1.68,"[-1.6791, 13.512399999999998]"
39,0.15,0.99,"[1.0125, 0.8701]"
39,0.04,-2.7,"[-2.6984000000000004, 22.050000000000004]"
39,0.09,-2.18,"[-2.1719, 17.382399999999997]"
39,0.1,-3.94,"[-3.93, 35.18359999999999]"
39,0.08,-2.92,"[-2.9135999999999997, 24.1264]"
39,0.02,-3.27,"[-3.2696, 27.752899999999997]"
39,0.12,-4.49,"[-4.4756, 42.0001]"
39,0.24,0.18,"[0.23759999999999998, 3.0724]"
39,-0.02,-2.55,"[-2.5496, 20.722499999999997]"
39,-0.01,-2.22,"[-2.2199, 17.818400000000008]"
39,0.08,-2.36,"[-2.3535999999999997, 18.929599999999997]"
39,0.04,-2.4,"[-2.3984, 19.320000000000004]"
39,1.23,1.78,"[3.2929, -1.1816]"
39,0.09,-2.53,"[-2.5218999999999996, 20.430899999999994]"
39,0.04,-4.13,"[-4.1284, 37.5369]"
39,0.12,-3.82,"[-3.8055999999999996, 33.75240000000001]"
39,0.11,-3.16,"[-3.1479, 26.515600000000003]"
39,0.0,-3.89,"[-3.89, 34.6921]"
39,0.04,-1.2,"[-1.1984, 10.200000000000003]"
39,0.15,-1.76,"[-1.7375, 13.987599999999999]"
39,0.09,-1.83,"[-1.8219, 14.5789]"
39,0.2,-1.36,"[-1.32, 11.089600000000003]"
39,0.11,-1.94,"[-1.9279, 15.4136]"
39,0.07,-4.74,"[-4.7351, 45.357600000000005]"
39,0.01,-4.44,"[-4.439900000000001, 41.46360000000001]"
39,0.14,-1.4,"[-1.3803999999999998, 11.419999999999998]"
39,0.0,-4.4,"[-4.4, 40.96000000000001]"
39,0.11,-3.56,"[-3.5479000000000003, 30.803600000000007]"
39,0.04,-1.88,"[-1.8783999999999998, 15.0144]"
39,0.04,-6.56,"[-6.5584, 73.23359999999997]"
39,0.14,1.01,"[1.0296, 0.8401]"
39,0.05,-4.11,"[-4.1075, 37.28210000000001]"
39,0.05,-3.92,"[-3.9175, 34.9964]"
39,0.2,-1.19,"[-1.15, 9.9761]"
39,0.2,-1.38,"[-1.3399999999999999, 11.2244]"
39,0.06,-2.94,"[-2.9364, 24.343599999999995]"
39,-0.02,-5.04,"[-5.0396, 49.5816]"
39,0.01,-4.12,"[-4.1199, 37.4444]"
39,0.08,-5.06,"[-5.053599999999999, 49.7636]"
39,0.02,-5.06,"[-5.0596, 49.82359999999999]"
39,0.04,-6.56,"[-6.5584, 73.23359999999997]"
40,-0.68,-9.34,"[-8.8776, 129.2756]"
40,9.56,1.1,"[92.4936, -8.75]"
40,8.15,1.96,"[68.3825, -8.1484]"
40,5.93,1.99,"[37.1549, -5.9299]"
40,-0.5,-8.64,"[-8.39, 113.70960000000001]"
40,-0.32,-7.95,"[-7.8476, 99.32249999999998]"
40,-0.34,-7.73,"[-7.614400000000001, 95.01290000000002]"
40,5.12,1.95,"[28.1644, -5.1175]"
40,-0.15,-7.06,"[-7.0375, 82.23359999999998]"
40,3.4,1.85,"[13.409999999999998, -3.3775]"
40,5.52,2.34,"[32.810399999999994, -5.4044]"
40,4.33,1.88,"[20.628899999999998, -4.3156]"
40,4.29,1.69,"[20.0941, -4.1939]"
40,0.05,-5.38,"[-5.3774999999999995, 54.4144]"
40,0.04,-5.7,"[-5.6984, 59.25000000000001]"
40,2.99,1.75,"[10.690100000000001, -2.9275]"
40,0.13,-6.9,"[-6.883100000000001, 79.08000000000001]"
40,0.04,-5.97,"[-5.9684, 63.4809]"
40,0.04,-6.4,"[-6.3984000000000005, 70.52]"
40,-0.06,-6.76,"[-6.7564, 76.7976]"
40,2.77,1.73,"[9.4029, -2.6971]"
40,0.04,-5.07,"[-5.0684000000000005, 49.944900000000004]"
40,0.05,-6.23,"[-6.2275, 67.6829]"
40,0.27,-0.26,"[-0.1871, 4.837599999999998]"
40,0.06,-5.9,"[-5.896400000000001, 62.35]"
40,0.02,-4.77,"[-4.7696, 45.81289999999999]"
40,0.36,1.13,"[1.2595999999999998, 0.39690000000000025]"
40,1.06,1.78,"[2.9036, -1.0116]"
40,0.07,-5.04,"[-5.0351, 49.4916]"
40,0.16,-6.61,"[-6.5844000000000005, 73.9721]"
40,2.3,2.06,"[7.35, -2.2963999999999998]"
40,1.94,1.82,"[5.5836, -1.9076]"
40,0.06,-4.24,"[-4.236400000000001, 38.8776]"
40,0.04,-5.52,"[-5.5184, 56.5104]"
40,0.33,0.38,"[0.4889, 2.2944000000000004]"
40,0.13,-0.76,"[-0.7431, 7.487599999999999]"
40,0.13,-0.76,"[-0.7431, 7.487599999999999]"
40,0.11,-6.26,"[-6.2479, 68.1176]"
40,-0.0,-4.57,"[-4.57, 43.1649]"
40,0.08,-1.15,"[-1.1436, 9.8425]"
40,0.02,-3.32,"[-3.3196, 28.282400000000003]"
40,0.04,-3.6,"[-3.5984000000000003, 31.319999999999997]"
40,1.69,1.88,"[4.7360999999999995, -1.6756]"
40,0.03,-3.52,"[-3.5191, 30.440399999999993]"
40,2.31,1.68,"[7.0161, -2.2076000000000002]"
40,0.04,-6.56,"[-6.5584, 73.23359999999997]"
40,0.03,-3.78,"[-3.7790999999999997, 33.37839999999999]"
40,0.02,-1.48,"[-1.4796, 12.0904]"
40,1.46,1.72,"[3.8515999999999995, -1.3816]"
40,-0.02,-4.69,"[-4.6896, 44.77610000000001]"
40,0.06,-3.15,"[-3.1464, 26.462500000000006]"
40,0.01,-2.94,"[-2.9398999999999997, 24.393599999999992]"
40,0.08,-2.76,"[-2.7535999999999996, 22.5776]"
40,0.15,0.06,"[0.08249999999999999, 3.6136]"
40,0.11,-4.08,"[-4.0679, 36.8564]"
40,-0.09,-4.36,"[-4.3519000000000005, 40.53960000000001]"
40,0.15,-2.02,"[-1.9975, 16.010399999999997]"
40,0.02,-5.5,"[-5.4996, 56.23]"
40,0.03,-1.68,"[-1.6791, 13.512399999999998]"
40,0.15,0.99,"[1.0125, 0.8701]"
40,0.04,-2.7,"[-2.6984000000000004, 22.050000000000004]"
40,0.09,-2.18,"[-2.1719, 17.382399999999997]"
40,0.1,-3.94,"[-3.93, 35.18359999999999]"
40,0.08,-2.92,"[-2.9135999999999997, 24.1264]"
40,0.02,-3.27,"[-3.2696, 27.752899999999997]"
40,0.12,-4.49,"[-4.4756, 42.0001]"
40,0.24,0.18,"[0.23759999999999998, 3.0724]"
40,-0.02,-2.55,"[-2.5496, 20.722499999999997]"
40,-0.01,-2.22,"[-2.2199, 17.818400000000008]"
40,0.08,-2.36,"[-2.3535999999999997, 18.929599999999997]"
40,0.04,-2.4,"[-2.3984, 19.320000000000004]"
40,1.23,1.78,"[3.2929, -1.1816]"
40,0.09,-2.53,"[-2.5218999999999996, 20.430899999999994]"
40,0.04,-4.13,"[-4.1284, 37.5369]"
40,0.12,-3.82,"[-3.8055999999999996, 33.75240000000001]"
40,0.11,-3.16,"[-3.1479, 26.515600000000003]"
40,0.0,-3.89,"[-3.89, 34.6921]"
40,0.04,-1.2,"[-1.1984, 10.200000000000003]"
40,0.15,-1.76,"[-1.7375, 13.987599999999999]"
40,0.09,-1.83,"[-1.8219, 14.5789]"
40,0.2,-1.36,"[-1.32, 11.089600000000003]"
40,0.11,-1.94,"[-1.9279, 15.4136]"
40,0.07,-4.74,"[-4.7351, 45.357600000000005]"
40,0.01,-4.44,"[-4.439900000000001, 41.46360000000001]"
40,0.14,-1.4,"[-1.3803999999999998, 11.419999999999998]"
40,0.0,-4.4,"[-4.4, 40.96000000000001]"
40,0.11,-3.56,"[-3.5479000000000003, 30.803600000000007]"
40,0.04,-1.88,"[-1.8783999999999998, 15.0144]"
40,0.04,-6.56,"[-6.5584, 73.23359999999997]"
40,0.14,1.01,"[1.0296, 0.8401]"
40,0.05,-4.11,"[-4.1075, 37.28210000000001]"
40,0.05,-3.92,"[-3.9175, 34.9964]"
40,0.2,-1.38,"[-1.3399999999999999, 11.2244]"
40,0.06,-2.94,"[-2.9364, 24.343599999999995]"
40,-0.02,-5.04,"[-5.0396, 49.5816]"
40,0.01,-4.12,"[-4.1199, 37.4444]"
40,0.08,-5.06,"[-5.053599999999999, 49.7636]"
40,0.02,-5.06,"[-5.0596, 49.82359999999999]"
40,0.04,-6.56,"[-6.5584, 73.23359999999997]"
40,0.06,-3.06,"[-3.0564, 25.543600000000005]"
41,-0.68,-9.34,"[-8.8776, 129.2756]"
41,9.56,1.1,"[92.4936, -8.75]"
41,8.15,1.96,"[68.3825, -8.1484]"
41,5.93,1.99,"[37.1549, -5.9299]"
41,-0.5,-8.64,"[-8.39, 113.70960000000001]"
41,-0.32,-7.95,"[-7.8476, 99.32249999999998]"
41,-0.34,-7.73,"[-7.614400000000001, 95.01290000000002]"
41,5.12,1.95,"[28.1644, -5.1175]"
41,3.4,1.85,"[13.409999999999998, -3.3775]"
41,5.52,2.34,"[32.810399999999994, -5.4044]"
41,4.33,1.88,"[20.628899999999998, -4.3156]"
41,4.29,1.69,"[20.0941, -4.1939]"
41,0.05,-5.38,"[-5.3774999999999995, 54.4144]"
41,0.04,-5.7,"[-5.6984, 59.25000000000001]"
41,2.99,1.75,"[10.690100000000001, -2.9275]"
41,0.13,-6.9,"[-6.883100000000001, 79.08000000000001]"
41,0.04,-5.97,"[-5.9684, 63.4809]"
41,0.04,-6.4,"[-6.3984000000000005, 70.52]"
41,-0.06,-6.76,"[-6.7564, 76.7976]"
41,2.77,1.73,"[9.4029, -2.6971]"
41,0.04,-5.07,"[-5.0684000000000005, 49.944900000000004]"
41,0.05,-6.23,"[-6.2275, 67.6829]"
41,0.27,-0.26,"[-0.1871, 4.837599999999998]"
41,0.06,-5.9,"[-5.896400000000001, 62.35]"
41,0.02,-4.77,"[-4.7696, 45.81289999999999]"
41,0.36,1.13,"[1.2595999999999998, 0.39690000000000025]"
41,1.06,1.78,"[2.9036, -1.0116]"
41,0.07,-5.04,"[-5.0351, 49.4916]"
41,0.16,-6.61,"[-6.5844000000000005, 73.9721]"
41,2.3,2.06,"[7.35, -2.2963999999999998]"
41,1.94,1.82,"[5.5836, -1.9076]"
41,0.08,-1.15,"[-1.1436, 9.8425]"
41,0.06,-4.24,"[-4.236400000000001, 38.8776]"
41,0.04,-5.52,"[-5.5184, 56.5104]"
41,0.33,0.38,"[0.4889, 2.2944000000000004]"
41,0.13,-0.76,"[-0.7431, 7.487599999999999]"
41,0.13,-0.76,"[-0.7431, 7.487599999999999]"
41,0.11,-6.26,"[-6.2479, 68.1176]"
41,-0.0,-4.57,"[-4.57, 43.1649]"
41,0.02,-3.32,"[-3.3196, 28.282400000000003]"
41,0.04,-3.6,"[-3.5984000000000003, 31.319999999999997]"
41,1.69,1.88,"[4.7360999999999995, -1.6756]"
41,0.03,-3.52,"[-3.5191, 30.440399999999993]"
41,2.31,1.68,"[7.0161, -2.2076000000000002]"
41,0.04,-6.56,"[-6.5584, 73.23359999999997]"
41,0.03,-3.78,"[-3.7790999999999997, 33.37839999999999]"
41,0.02,-1.48,"[-1.4796, 12.0904]"
41,1.46,1.72,"[3.8515999999999995, -1.3816]"
41,-0.02,-4.69,"[-4.6896, 44.77610000000001]"
41,0.08,-2.76,"[-2.7535999999999996, 22.5776]"
41,0.06,-3.06,"[-3.0564, 25.543600000000005]"
41,0.15,0.06,"[0.08249999999999999, 3.6136]"
41,0.11,-4.08,"[-4.0679, 36.8564]"
41,-0.09,-4.36,"[-4.3519000000000005, 40.53960000000001]"
41,0.15,-2.02,"[-1.9975, 16.010399999999997]"
41,0.02,-5.5,"[-5.4996, 56.23]"
41,0.03,-1.68,"[-1.6791, 13.512399999999998]"
41,0.15,0.99,"[1.0125, 0.8701]"
41,0.04,-2.7,"[-2.6984000000000004, 22.050000000000004]"
41,0.09,-2.18,"[-2.1719, 17.382399999999997]"
41,0.1,-3.94,"[-3.93, 35.18359999999999]"
41,0.08,-2.92,"[-2.9135999999999997, 24.1264]"
41,0.02,-3.27,"[-3.2696, 27.752899999999997]"
41,0.12,-4.49,"[-4.4756, 42.0001]"
41,0.24,0.18,"[0.23759999999999998, 3.0724]"
41,-0.02,-2.55,"[-2.5496, 20.722499999999997]"
41,-0.01,-2.22,"[-2.2199, 17.818400000000008]"
41,0.08,-2.36,"[-2.3535999999999997, 18.929599999999997]"
41,0.04,-2.4,"[-2.3984, 19.320000000000004]"
41,1.23,1.78,"[3.2929, -1.1816]"
41,0.09,-2.53,"[-2.5218999999999996, 20.430899999999994]"
41,0.04,-4.13,"[-4.1284, 37.5369]"
41,0.04,-1.2,"[-1.1984, 10.200000000000003]"
41,0.12,-3.82,"[-3.8055999999999996, 33.75240000000001]"
41,0.11,-3.16,"[-3.1479, 26.515600000000003]"
41,0.0,-3.89,"[-3.89, 34.6921]"
41,0.01,-2.94,"[-2.9398999999999997, 24.393599999999992]"
41,0.15,-1.76,"[-1.7375, 13.987599999999999]"
41,0.09,-1.83,"[-1.8219, 14.5789]"
41,0.2,-1.36,"[-1.32, 11.089600000000003]"
41,0.11,-1.94,"[-1.9279, 15.4136]"
41,0.07,-4.74,"[-4.7351, 45.357600000000005]"
41,0.01,-4.44,"[-4.439900000000001, 41.46360000000001]"
41,0.06,-3.15,"[-3.1464, 26.462500000000006]"
41,0.14,-1.4,"[-1.3803999999999998, 11.419999999999998]"
41,0.0,-4.4,"[-4.4, 40.96000000000001]"
41,0.11,-3.56,"[-3.5479000000000003, 30.803600000000007]"
41,0.04,-1.88,"[-1.8783999999999998, 15.0144]"
41,0.04,-6.56,"[-6.5584, 73.23359999999997]"
41,0.14,1.01,"[1.0296, 0.8401]"
41,0.05,-4.11,"[-4.1075, 37.28210000000001]"
41,0.05,-3.92,"[-3.9175, 34.9964]"
41,0.2,-1.38,"[-1.3399999999999999, 11.2244]"
41,0.06,-2.94,"[-2.9364, 24.343599999999995]"
41,-0.02,-5.04,"[-5.0396, 49.5816]"
41,0.01,-4.12,"[-4.1199, 37.4444]"
41,0.08,-5.06,"[-5.053599999999999, 49.7636]"
41,0.02,-5.06,"[-5.0596, 49.82359999999999]"
41,0.04,-6.56,"[-6.5584, 73.23359999999997]"
41,0.1,-2.66,"[-2.6500000000000004, 21.6156]"
42,-0.68,-9.34,"[-8.8776, 129.2756]"
42,9.56,1.1,"[92.4936, -8.75]"
42,8.15,1.96,"[68.3825, -8.1484]"
42,5.93,1.99,"[37.1549, -5.9299]"
42,-0.5,-8.64,"[-8.39, 113.70960000000001]"
42,-0.34,-7.73,"[-7.614400000000001, 95.01290000000002]"
42,-0.32,-7.95,"[-7.8476, 99.32249999999998]"
42,0.13,-6.9,"[-6.883100000000001, 79.08000000000001]"
42,5.12,1.95,"[28.1644, -5.1175]"
42,3.4,1.85,"[13.409999999999998, -3.3775]"
42,5.52,2.34,"[32.810399999999994, -5.4044]"
42,4.33,1.88,"[20.628899999999998, -4.3156]"
42,4.29,1.69,"[20.0941, -4.1939]"
42,0.05,-5.38,"[-5.3774999999999995, 54.4144]"
42,0.04,-5.7,"[-5.6984, 59.25000000000001]"
42,2.99,1.75,"[10.690100000000001, -2.9275]"
42,0.04,-5.97,"[-5.9684, 63.4809]"
42,0.04,-6.4,"[-6.3984000000000005, 70.52]"
42,-0.06,-6.76,"[-6.7564, 76.7976]"
42,2.77,1.73,"[9.4029, -2.6971]"
42,0.04,-5.07,"[-5.0684000000000005, 49.944900000000004]"
42,0.05,-6.23,"[-6.2275, 67.6829]"
42,0.27,-0.26,"[-0.1871, 4.837599999999998]"
42,0.06,-5.9,"[-5.896400000000001, 62.35]"
42,0.02,-4.77,"[-4.7696, 45.81289999999999]"
42,0.36,1.13,"[1.2595999999999998, 0.39690000000000025]"
42,1.06,1.78,"[2.9036, -1.0116]"
42,0.07,-5.04,"[-5.0351, 49.4916]"
42,0.16,-6.61,"[-6.5844000000000005, 73.9721]"
42,2.3,2.06,"[7.35, -2.2963999999999998]"
42,1.94,1.82,"[5.5836, -1.9076]"
42,0.08,-1.15,"[-1.1436, 9.8425]"
42,0.06,-4.24,"[-4.236400000000001, 38.8776]"
42,0.04,-5.52,"[-5.5184, 56.5104]"
42,0.33,0.38,"[0.4889, 2.2944000000000004]"
42,0.13,-0.76,"[-0.7431, 7.487599999999999]"
42,0.13,-0.76,"[-0.7431, 7.487599999999999]"
42,0.11,-6.26,"[-6.2479, 68.1176]"
42,-0.0,-4.57,"[-4.57, 43.1649]"
42,0.02,-3.32,"[-3.3196, 28.282400000000003]"
42,0.04,-3.6,"[-3.5984000000000003, 31.319999999999997]"
42,1.69,1.88,"[4.7360999999999995, -1.6756]"
42,0.03,-3.52,"[-3.5191, 30.440399999999993]"
42,2.31,1.68,"[7.0161, -2.2076000000000002]"
42,0.04,-6.56,"[-6.5584, 73.23359999999997]"
42,0.03,-3.78,"[-3.7790999999999997, 33.37839999999999]"
42,0.02,-1.48,"[-1.4796, 12.0904]"
42,1.46,1.72,"[3.8515999999999995, -1.3816]"
42,-0.02,-4.69,"[-4.6896, 44.77610000000001]"
42,0.08,-2.76,"[-2.7535999999999996, 22.5776]"
42,0.06,-3.06,"[-3.0564, 25.543600000000005]"
42,0.15,0.06,"[0.08249999999999999, 3.6136]"
42,0.11,-4.08,"[-4.0679, 36.8564]"
42,-0.09,-4.36,"[-4.3519000000000005, 40.53960000000001]"
42,0.15,-2.02,"[-1.9975, 16.010399999999997]"
42,0.02,-5.5,"[-5.4996, 56.23]"
42,0.03,-1.68,"[-1.6791, 13.512399999999998]"
42,0.15,0.99,"[1.0125, 0.8701]"
42,0.09,-2.18,"[-2.1719, 17.382399999999997]"
42,0.1,-3.94,"[-3.93, 35.18359999999999]"
42,0.08,-2.92,"[-2.9135999999999997, 24.1264]"
42,0.02,-3.27,"[-3.2696, 27.752899999999997]"
42,0.12,-4.49,"[-4.4756, 42.0001]"
42,0.24,0.18,"[0.23759999999999998, 3.0724]"
42,-0.01,-2.22,"[-2.2199, 17.818400000000008]"
42,0.08,-2.36,"[-2.3535999999999997, 18.929599999999997]"
42,0.04,-2.4,"[-2.3984, 19.320000000000004]"
42,1.23,1.78,"[3.2929, -1.1816]"
42,0.09,-2.53,"[-2.5218999999999996, 20.430899999999994]"
42,0.04,-4.13,"[-4.1284, 37.5369]"
42,0.1,-2.66,"[-2.6500000000000004, 21.6156]"
42,0.04,-1.2,"[-1.1984, 10.200000000000003]"
42,0.12,-3.82,"[-3.8055999999999996, 33.75240000000001]"
42,0.11,-3.16,"[-3.1479, 26.515600000000003]"
42,0.0,-3.89,"[-3.89, 34.6921]"
42,0.01,-2.94,"[-2.9398999999999997, 24.393599999999992]"
42,-0.02,-2.55,"[-2.5496, 20.722499999999997]"
42,0.15,-1.76,"[-1.7375, 13.987599999999999]"
42,0.09,-1.83,"[-1.8219, 14.5789]"
42,0.2,-1.36,"[-1.32, 11.089600000000003]"
42,0.11,-1.94,"[-1.9279, 15.4136]"
42,0.07,-4.74,"[-4.7351, 45.357600000000005]"
42,0.01,-4.44,"[-4.439900000000001, 41.46360000000001]"
42,0.04,-2.7,"[-2.6984000000000004, 22.050000000000004]"
42,0.06,-3.15,"[-3.1464, 26.462500000000006]"
42,0.14,-1.4,"[-1.3803999999999998, 11.419999999999998]"
42,0.0,-4.4,"[-4.4, 40.96000000000001]"
42,0.11,-3.56,"[-3.5479000000000003, 30.803600000000007]"
42,0.04,-1.88,"[-1.8783999999999998, 15.0144]"
42,0.04,-6.56,"[-6.5584, 73.23359999999997]"
42,0.14,1.01,"[1.0296, 0.8401]"
42,0.05,-4.11,"[-4.1075, 37.28210000000001]"
42,0.05,-3.92,"[-3.9175, 34.9964]"
42,0.2,-1.38,"[-1.3399999999999999, 11.2244]"
42,0.06,-2.94,"[-2.9364, 24.343599999999995]"
42,-0.02,-5.04,"[-5.0396, 49.5816]"
42,0.01,-4.12,"[-4.1199, 37.4444]"
42,0.08,-5.06,"[-5.053599999999999, 49.7636]"
42,0.02,-5.06,"[-5.0596, 49.82359999999999]"
42,0.04,-6.56,"[-6.5584, 73.23359999999997]"
43,-0.68,-9.34,"[-8.8776, 129.2756]"
43,9.56,1.1,"[92.4936, -8.75]"
43,8.15,1.96,"[68.3825, -8.1484]"
43,5.93,1.99,"[37.1549, -5.9299]"
43,-0.5,-8.64,"[-8.39, 113.70960000000001]"
43,-0.34,-7.73,"[-7.614400000000001, 95.01290000000002]"
43,-0.32,-7.95,"[-7.8476, 99.32249999999998]"
43,0.13,-6.9,"[-6.883100000000001, 79.08000000000001]"
43,5.12,1.95,"[28.1644, -5.1175]"
43,3.4,1.85,"[13.409999999999998, -3.3775]"
43,5.52,2.34,"[32.810399999999994, -5.4044]"
43,4.33,1.88,"[20.628899999999998, -4.3156]"
43,4.29,1.69,"[20.0941, -4.1939]"
43,0.05,-5.38,"[-5.3774999999999995, 54.4144]"
43,0.04,-5.7,"[-5.6984, 59.25000000000001]"
43,2.99,1.75,"[10.690100000000001, -2.9275]"
43,0.04,-5.97,"[-5.9684, 63.4809]"
43,0.04,-6.4,"[-6.3984000000000005, 70.52]"
